RICE_AREA ,WHEAT_AREA,KHARIF_SORGHUM AREA ,RABI_SORGHUM_AREA,SORGHUM_AREA,PEARL_MILLET_AREA,MAIZE_AREA,FINGER_MILLET AREA,BARLEY_AREA,CHICKPEA_AREA,PIGEONPEA_AREA,MINOR_PULSES_AREA,GROUNDNUT_AREA,SESAMUM_AREA,RAPESEED_AND_MUSTARD_AREA,SAFFLOWER_AREA,CASTOR_AREA,LINSEED_AREA,SUNFLOWER_AREA,SOYABEAN_AREA,OILSEEDS_AREA,SUGARCANE_AREA,COTTON_AREA,FRUITS_AREA,VEGETABLES_AREA,FRUITS_AND_VEGETABLES AREA,POTATOES_AREA,ONION_AREA,FODDER_AREA
151.9,0,0,0,0,0,0.2,21,0,2.2,4.3,3.1,0.3,1.2,0,0,0,0,0.6,0,2.5,0,0,2.3,3.1,5.4,0,0,82.7
151,0,0,0,0,0,0,21,0,3,4,5.3,0,1.5,0.2,0,0,0,0.4,0,5.5,0,0,2.6,3.2,5.8,0,0.3,82.1
152,0,0,0,0,0,0,21,0,3,4,8.6,1,1.8,0,0,0,0,0.1,0,7.9,0,0,1.5,0.5,2,0,0.4,102.4
150.2,0.1,0,0,0,0,0.2,21.2,0,2.9,4.4,9.4,0.6,1.1,0,0,0,0,0.1,0,5.3,0,0,2.6,4.1,6.7,0,0.2,107.7
151.5,0.1,0,0,0,0,0.2,21.2,0,3.3,4.4,9.1,0.5,1.1,0.2,0,0,0,0,0,5.2,0,0,4,3.5,7.5,0,0.2,146.3
149.5,0,0.1,0,0.1,0,0,20.9,0,2.6,4.4,10.2,0.4,0.9,0,0,0,0,0,0,5,0,0,4,4.2,8.2,0,0.2,146.2
150.6,0.1,0.1,0,0.1,0,0.2,19.6,0,2.3,4.1,14,0.4,1.1,0,0,0,0,0,0,5.1,0,0,3.8,5.4,9.2,0.1,0.4,160.5
147.3,0,0,0,0,0,0.1,19.6,0,4,4.2,12.7,0.4,1.3,0.2,0,0,0,0,0,5.4,0,0,3.9,5.3,9.2,0,0.4,168.9
148.2,0,0,0,0,0,0.2,19.6,0,4.2,3.5,13.5,0.5,0.5,0.8,0,0,0,0,0,5.3,0,0,5.2,5.5,10.7,0,0.4,168.8
153.2,0,0,0,0,0,0.2,19.2,0,4.2,3.2,12.8,0.5,1,0.1,0,0,0,0,0,2,0,0,5.2,5.5,10.7,0,0.4,169.7
143.2,0,0,0,0,0,0,19.8,0,4.1,3.2,14.5,0.5,0.8,0,0,0,0,0,0,2.4,0,0,7.3,4.8,12.1,0,0.4,176.1
151.2,0,0,0,0,0,0,19.7,0,4.1,2.5,11.3,0.5,0.3,0,0,0,0,0,0,2.1,0,0,7.7,5.3,13,0,0.3,176.4
151.8,0.1,0.3,0,0.3,0,0,19.9,0,3.6,3,8.2,0.3,0.3,0,0,0,0,0,0,4.4,0,0,7.7,5.3,13,0,0.3,177.5
142.1,0.1,0,0,0,0,0,16.9,0,3.8,3.1,12.8,0.3,1.7,0.4,0,0,0,0.1,0,4.9,0,0,13.1,4.7,17.8,0,0.4,177.3
141.8,0.1,0,0,0,0,0,17.5,0,3.8,2.9,12.4,0.4,1.4,0.2,0,0,0,0,0,4.4,0,0,13.6,5.5,19.1,0,0.4,173.2
141.7,0.1,0,0,0,0,0,16.9,0,3.8,2.9,12.5,0.4,1.4,0.2,0,0,0,0,0,4.4,0,0,7.9,0.3,8.2,0,0.2,173.7
141,0,0,0,0,0,0.1,16.4,0,3.8,2.7,12.9,0.4,0.9,0.2,0,0,0,0,0,3.5,0,0,9.6,0.2,9.8,0.1,0,173.5
140.4,0.1,0,0,0,0,0.1,16,0,3.5,2.7,11,0.4,0.9,0.2,0,0,0,0,0,3.5,0,0,14.3,0.2,14.5,0.1,0,173.5
140.9,0.1,0,0,0,0,0.1,16,0,3.7,2.7,12.7,0.4,0.9,0.3,0,0,0,0,0,3.6,0,0,14.7,0.2,14.9,0.1,0,0
141,0.1,0,0,0,0,0.1,15.9,0,3.8,2.7,12.7,0.4,0.9,0.2,0,0,0,0,0,3.5,0,0,18.2,0.1,18.3,0,0,0
139.5,0.2,0,0,0,0,0.1,15.7,0,4.1,3.2,14.5,0.5,0,0.2,0,0,0,0,0,3.9,0,0,17.3,1,18.3,0,0,0
140.2,0.2,0,0,0,0,0.1,15.8,0,4.1,2.9,11.56,0.5,1,0.2,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0
140.6,0.2,0,0,0,0,0.1,15.8,0,4.1,2.9,10.9,0.4,1,0.2,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0
140.6,0.1,0,0,0,0,0.1,16,0,4.3,3.2,12.3,0.5,1.1,0.2,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0
138.6,0.1,0,0,0,0,0.1,16.1,0,4.4,3.5,11.8,0.4,0.9,0.22,0,0,0,0,0,3.62,0,0,0,0,0,0,0,0
138.3,0.1,0,0,0,0,0.1,15.8,0,4.3,3.43,11.3,0.5,0.6,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0
140.4,0.1,0,0,0,0,0.1,16,0,4.2,3.4,12.8,0.1,1.1,0,0,0,0,0,0,3.7,0,0,14.21,2.62,16.83,0,0,0
139.6,0,0,0,0,0,0,14.1,0,2.5,2.7,10.06,0.1,0.7,0,0,0,0,0,0,2.85,0,0,17.71,5.98,23.69,0,0,0
139.6,0,0,0,0,0,0,14.1,0,3.3,2.8,10.5,0,0.7,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0
132.8,0,0,0,0,0,0,12.6,0,4.6,2.7,10.3,0.2,0.4,0,0,0,0,1.2,0,2.9,0,0,0,0,0,0,0,0
133.9,0.04,0,0,0,0,0.04,11.3,0,3.1,3.1,9.7,0.17,0.62,0,0,0,0,0.7,0,2.8,0,0,0,0,0,0,0,0
132.7,0.04,0,0,0,0,0.03,13.4,0,3.3,2.65,10.63,0.2,0.71,0.02,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0
132.68,0.02,0,0,0,0,0,13.9,0,3.3,2.5,10.07,0.08,0.55,0.01,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,18,0,0.5,1,25.9,0,1.5,0,0,0,0,0,0,5.7,0,0,1.13,1.66,2.79,0,0.04,46.21
136,0,0,0,0,0,0,19,0,0.6,1.1,26.4,0,1.5,0,0.04,0,0,0,0,5.8,0,0,1.21,1.74,2.95,0,0.04,49.57
136.7,0,0,0,0,0,0,18.7,0,0.4,1.1,9,0,1.5,0,0,0,0,0,0,2.4,0,0,1.2,1.5,2.7,0,0,53.1
135.8,0,0,0,0,0,0,18.2,0,0.4,1,9,0,1.4,0,0,0,0,0,0,2.2,0,0,1,1.5,2.5,0,0.1,53.8
135.6,0,0,0,0,0,0,12.3,0,0.4,1.1,4.3,0,1.2,0,0,0,0,0,0,2,0,0,1.1,1.5,2.6,0,0,21.7
136.7,0,0,0,0,0,0,12.6,0,0.4,0.5,5.5,0,1.2,0,0,0,0,0,0,2.1,0,0,1.1,1.6,2.7,0,0.1,22.4
136.7,0,0,0,0,0,0,13.7,0,0.3,0.7,6.9,0,1.1,0,0,0,0,0,0,1.8,0,0,1,1.1,2.1,0,0,31
138.4,0,0,0,0,0,0,13.6,0,0.5,1.1,5.6,0,1,0,0,0,0,0,0,1.7,0,0,1,1.2,2.2,0,0,50
140.1,0,0.1,0,0.1,0,0,19.3,0,0.5,1.4,6,0,1,0,0,0,0,0,0,1.7,0,0,1.1,1.3,2.4,0,0,30.2
141,0.4,3.7,0,3.7,0,0,19,0,0.6,1.3,5.7,0,1,0,0,0,0,0,0,1.7,0,0,1.1,1.3,2.4,0,0,28.5
141.7,0,0.7,0,0.7,0,0,17,0,0.6,0.7,5.4,0,1.1,0,0,0,0,0,0,1.8,0,0,1.1,1.7,2.8,0,0,28.5
141.8,0,0,0,0,0,0,16.5,0,0.6,0.8,5.5,0,1,0,0,0,0,0,0,1.8,0,0,1,1.7,2.7,0,0,29.3
142,0,0.1,0,0.1,0,0,16,0,0.7,1.6,5.2,0,1.1,0,0,0,0,0,0,1.9,0,0,1.1,1.7,2.8,0,0,29.2
147.3,0,0.1,0,0.1,0,0.3,20.5,0,0.7,1.6,5.8,0,1.4,0,0,0,0,0,0,1.9,0,0,1,1.7,2.7,0,0,30
149.2,0,0,0,0,0,0.2,20.5,0,0.7,1.7,6.4,0,1.3,0,0,0,0,0,0,2,0,0,1.2,2.9,4.1,0,0.1,31.3
149.4,0,0,0,0,0,0.1,20.8,0,0.7,2,6.7,0,1.2,0,0,0,0,0,0,1.9,0,0,1.2,3,4.2,0,0.1,20.2
151.7,0,0,0,0,0,0.2,20.4,0,0.7,2,5.2,0,1.3,0,0,0,0,0,0,1.8,0,0,1.1,1.7,2.8,0,0.1,19.8
151.8,0,0,0,0,0,0,21,0,0.8,4.3,3.1,0,1.3,0,0,0,0,0,0,1.8,0,0,1.1,1.4,2.5,0,0.1,21.9
151.1,0,0,0,0,0,0.2,22.3,0,2.2,4.2,1.7,0.2,2.5,0,0,0,0,0,0,1.7,0,0,1.1,1.4,2.5,0,0,20.2
151.6,0,0,0,0,0,0.1,22.7,0,3.3,1.9,2.5,0.2,2.8,0,0,0,0,0,0,1.7,0,0,1.1,1.4,2.5,0,0,20.2
151,0,0,0,0,0,0,23,0,4,2,4.8,0.3,2.9,0,0,0,0,0,0,3.2,0,0,1.3,1.3,2.6,0,0,22.1
150,0,0,0,0,0,0,24,0,2,2,7,0.3,3.3,0,0,0,0,0,0,3.5,0,0,3.3,1.4,4.7,0,0,20.9
151.3,0,0,0,0,0,0.1,24.4,0,2.3,1.9,8.4,0.5,1.6,0,0,0,0,0,0,3.2,0,0,6.2,1.4,7.6,0,0,6
150.8,0,0,0,0,0,0.1,24.1,0,2.5,1.8,7.9,0.4,1.7,0.1,0,0,0,0,0,2.9,0,0,3.1,1.4,4.5,0,0,6.5
152.4,0,0,0,0,0,0,24.5,0,2,1.6,9.6,0.2,1.6,0,0,0,0,0,0,2.7,0,0,3.2,1.7,4.9,0,0,7.3
150.4,0,0,0,0,0,0,22.1,0,2,1.6,9.6,0.3,1.6,0,0,0,0,0,0,2.7,0,0,3.8,1.5,5.3,0,0,31.2
139,0,0,0,0,0,0,18.7,0,2.5,1.8,10.6,0.2,1.4,0.1,0,0,0,0,0,1.7,0,0,3.6,1.6,5.2,0,0,31.2
138.5,0,0,0,0,0,0.1,12.6,0,2.5,1.6,10.1,0.3,0.5,0.1,0,0,0,0,0,0.9,0,0,4.3,1.3,5.6,0,0,29.3
146.1,0,0,0,0,0,0,12.4,0,1.7,1.4,9.3,0.3,0.6,0,0,0,0,0,0,0.9,0,0,3.2,1.3,4.5,0,0,28.3
146.4,0,0,0,0,0,0,10.9,0,1.8,1.4,9,0.2,0.7,0,0,0,0,0,0,0.9,0,0,6.4,1.5,7.9,0,0,30.6
142.4,0,0,0,0,0,0,11.9,0,2,1.3,9.2,0.2,0.7,0,0,0,0,0,0,0.9,0,0,8.4,1.4,9.8,0,0,32.7
139,0,0,0,0,0,0,11.4,0,2.2,1.2,6.4,0.1,0.3,0,0,0,0,0,0,2.5,0,0,9.3,1.2,10.5,0,0,33.2
135.4,0,0,0,0,0,0,12.6,0,2.1,1,10.4,0.3,0.5,0.1,0,0,0,0,0,1.3,0,0,18.8,1.8,20.6,0,0,36.7
135.7,0,0,0,0,0,0,11.9,0,2.3,0.9,9.6,0.3,0.3,0,0,0,0,0,0,1,0,0,18.8,1.6,20.4,0,0,38.3
134.7,0,0,0,0,0,0,11.9,0,2,1,9.9,0.3,0.3,0,0,0,0,0,0,0.9,0,0,16.9,0.1,17,0,0,38.4
133.7,0,0,0,0,0,0,11.2,0,2,1,11.9,0.3,0.3,0.1,0,0,0,0,0,1,0,0,19.8,0.1,19.9,0,0,38.4
133.2,0,0,0,0,0,0,11,0,1.4,1,8.8,0.3,0.3,0.1,0,0,0,0,0,1,0,0,17,0.1,17.1,0,0,38.5
133.1,0,0,0,0,0,0,11,0,1.3,1,9.8,0.3,0.2,0.1,0,0,0,0,0,0.9,0,0,19.6,0.1,19.7,0,0,0
133,0,0,0,0,0,0,10.9,0,1.2,1.1,9.9,0.3,0.3,0.1,0,0,0,0,0,1,0,0,20,0.1,20.1,0,0,0
129.5,0,0,0,0,0,0.1,10,0,1.8,1.1,11.8,0.3,1.1,0.1,0,0,0,0,0,1,0,0,20.5,0.2,20.7,0,0,0
132.2,0,0,0,0,0,0.1,10.1,0,1.7,1,11.7,0.3,0.2,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133.1,0,0,0,0,0,0.2,10.4,0,1.9,1.1,11.9,0.3,0.2,0.1,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0
132.3,0,0,0,0,0,0.2,10.3,0,2,1.1,12.5,0.3,0.2,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
130.4,0,0,0,0,0,0,10.6,0,2,1,11.5,0.3,0.4,0.09,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0
126.2,0,0,0,0,0,0,10.84,0,1.8,1.29,10.4,0.3,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
126.8,0,0,0,0,0,0.2,11.1,0,1.8,1.3,10.4,0.3,0.2,0,0,0,0,0,0,1,0,0,20.31,1.12,21.43,0,0.19,0
127.9,0,0,0,0,0,0,11.1,0,0,1.5,12.66,0.3,0.1,0,0,0,0,0,0,0.4,0,0,17.81,5.06,22.87,0,0.2,0
127.9,0,0,0,0,0,0,11.1,0,0,0.6,7.9,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
125.3,0,0,0,0,0,0,8.1,0,0,1.2,11.8,0.2,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
115.6,0.01,0,0,0,0,0,7.2,0,0.9,1.6,12.4,0.2,0.1,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0
113.3,0,0,0,0,0,0,6.8,0,0.9,1.76,18.31,0.2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114.24,0,0,0,0,0,0,6.7,0,0.01,0.3,12.02,0.12,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,54,0,0,0.5,32.6,0.4,4.2,0,0,0,0,0,0,30.4,0.4,0,13.31,1.05,14.37,0,0.24,102.75
132,0,0,0,0,0,0,50,0,0,0.5,35.8,0.4,5,0,0,0,0,0,0,32.3,0.2,0,12.26,0.89,13.15,0,0.2,105.38
134.4,0,0,0,0,0,0,49.6,0,0,0.5,14.7,0.4,5.1,0,0.4,0,0,0,0,13.2,0.4,0,14.9,1.2,16.1,0,0.3,104.9
133.8,0,0,0,0,0,0,50.3,0,0,0.5,13.9,0.4,4.5,0,0.9,0,0,0,0,13.1,0.5,0,16.2,1.3,17.5,0,0.3,104.8
144.9,0,0,0,0,0,0,35.1,0,0,0.5,9.1,0.3,4.3,0,0,0,0,0,0,11,0.5,0,16.4,0.7,17.1,0,0.1,102.8
144.4,0,0,0,0,0,0,35.5,0,0.1,0.4,8.3,0.3,5.1,0,0,0,0,0,0,10.7,0.2,0,18.5,0.7,19.2,0,0.2,100.4
142.6,0,0,0,0,0,0,40.8,0,0,0.4,8.9,0.3,3.7,0,0,0,0,0,0,11.1,0.4,0,17.6,0.6,18.2,0,0.1,99.6
143.6,0,0,0,0,0,0,52.6,0,0,0.5,8.2,0.4,5.1,0,0,0,0,0,0,12.7,0.4,0,17.8,0.8,18.6,0,0.1,107.2
144.2,0,0,0,0,0,0,47.7,0,0,0.4,8.3,0.5,4.9,0,0,0,0,0,0,11.4,0.4,0,18.7,0.9,19.6,0,0.1,105.3
147.8,0.1,0.6,0.5,1.1,0,0,48,0,0,0.4,8.8,0.5,5.1,0,0,0,0,0,0,12.1,0.4,0,23.9,0.7,24.6,0,0.1,98.2
146.3,0,0.6,0,0.6,0,0,46.2,0,0,0.9,8.8,0.5,5.9,0,0,0,0,0,0,11,0.5,0,23.5,0.9,24.4,0,0.2,96.9
149.4,0,0.2,0,0.2,0,0,45.8,0,0,0.5,8.3,0.5,5.9,0,0,0,0,0,0,11.5,0.4,0,25.5,0.9,26.4,0,0.2,98.9
149,0,0,0.4,0.4,0,0,43,0,0,0.3,8.5,0.5,6.4,0,0,0,0,0,0,13.5,0.3,0,25.7,0.6,26.3,0,0.1,99
147.3,0,0,0,0,0,0.3,45,0,0,0.3,8.3,0.5,6.8,0,0,0,0,0,0,15,0.2,0,25.3,0.6,25.9,0,0.1,96.8
147,0,0,0,0,0,0.1,46.2,0,0,0.3,8.4,0.4,7.5,0,0,0,0,0,0,12.7,0.2,0,23.6,0.5,24.1,0,0.1,86.6
153.4,0,0,0,0,0,0.1,37.5,0,0,0.3,8.8,0.4,1.9,0,0,0,0,0,0,12.6,0.5,0,27.7,0.7,28.4,0,0.1,102.1
155.1,0,0,0,0,0,0.2,37.5,0,0,0.3,8.1,0.4,2.9,0,0,0,0,0,0,11.6,0,0,28,0.7,28.7,0,0.1,95.4
157,0,0,0,0,0,0.1,38.7,0,0,0.4,8.2,0.5,8.3,0,0,0,0,0,0,11.9,0,0,26.1,0.8,26.9,0,0.1,98.6
162.8,0,0,0,0,0,0.2,49.8,0,0,0.4,7.5,2.2,8.6,0,0,0,0,0,0,12.3,0,0,26.7,0.9,27.6,0,0.1,103.8
162.9,0,0,0,0,0,0.1,48.9,0,0,0.4,7.2,2.7,7.8,0,0,0,0,0.4,0,19.2,0,0,26.7,0.8,27.5,0,0,103.8
157,0,0,0,0,0,0,49,0,0,0.4,7,2.6,7.8,0,0,0,0,0.2,0,19.1,0,0,27.5,1.2,28.7,0,0.1,98.4
159,0,0,0,0,0,0,48,0,0,0.4,7.6,3.5,8.2,0,0,0,0,0,0,24.3,0,0,11.4,0.6,12,0,0,103.3
156.4,0,0,0,0,0,0.2,45.5,0,0,0.6,9.3,4.2,0.1,0,0,0,0,0.2,0,14,0,0,39.8,0.7,40.5,0,0.1,82.3
151.7,0,0,0,0,0,0.3,44.7,0,0,0.6,8.8,4.9,0.1,0.1,0,0,0,0,0,13,0,0,39,0.6,39.6,0,0.1,81.9
161.2,0,0,0,0,0,0.1,42.3,0,0,0.7,6.6,4.5,3.3,0,0,0,0,0,0,15.5,0.1,0,45.2,0.9,46.1,0,0.1,82.8
160,0,0,0,0,0,0.1,42.5,0,0.1,0.4,10.6,4.6,3.7,0,0,0,0,0,0,11.4,0.1,0,48.2,0.8,49,0,0,81.6
160.7,0,0,0,0,0,0.1,35.6,0,0,0.6,13.5,5.3,0.1,0,0,0,0,0,0,11.1,0,0,53.5,1.2,54.7,0.3,0.1,81.6
161.2,0,0,0,0,0,0.2,34.3,0,0,0.8,14.3,5.9,0,0.2,0,0,0,0,0,12.1,0,0,69.6,1.1,70.7,0,0.1,78.2
162.8,0,0,0,0,0,0.4,30.8,0,0,0.7,12.3,6.3,0.3,0.1,0,0,0,0,0,12.2,0,0,73.1,1.1,74.2,0,0.1,80.7
164.6,0,0,0,0,0,0,26.3,0,0,0.5,12.2,6.3,0.8,0,0,0,0,0,0,12.2,0,0,84.1,1.1,85.2,0,0.1,99.4
160.5,0,0,0,0,0,0,24,0,0,0.5,10.7,6.3,2.4,0,0,0,0,0,0,8.4,0,0,86.1,1.3,87.4,0,1,106.1
154.1,0,0,0,0,0,0,23.6,0,0.1,0.5,4.8,4,0.1,0,0,0,0,0,0,17.7,0.1,0,88,0.4,88.4,0,0.1,112.8
158.9,0,0,0,0,0,0.2,24.2,0,0.1,0.5,12.9,5.4,0.2,0.2,0,0,0,0,0,7.6,0,0,65.1,1.2,66.3,0,0,141.7
159.8,0,0,0,0,0,0.1,23,0,0,0.5,12,5.6,0.2,0.1,0,0,0,0,0,7.8,0.2,0,67.4,1.3,68.7,0,0.1,141.5
158.6,0,0,0,0,0,0.1,22.1,0,0,0.5,13.4,5.4,0.3,0.1,0,0,0,0,0,7.7,0,0,87.9,0.3,88.2,0.3,0,142.7
157.3,0,0,0,0,0,0.1,21.4,0,0,0.6,14.9,5.4,0.3,0,0,0,0,0,0,7.8,0,0,104.8,0.3,105.1,0.3,0,143.2
157.7,0,0,0,0,0,0.2,21,0,0,0.6,12.9,5.2,0.3,0.1,0,0,0,0,0,7.7,0,0,117.9,0.2,118.1,0.2,0,143.2
158.4,0,0,0,0,0,0.2,20.8,0,0,0.6,13.3,5.3,0.3,0.1,0,0,0,0,0,7.9,0,0,133.6,0.3,133.9,0.3,0,0
158.1,0,0,0,0,0,0.2,20.3,0,0,0.6,13.1,5.3,0.3,0.2,0,0,0,0,0,8.1,0,0,137.3,0.3,137.6,0.3,0,0
155.9,0,0,0,0,0,0.2,21.1,0,0,0.6,12.6,5.4,0.4,0.2,0,0,0,0,0,8.2,0,0,140.7,0.6,141.3,0.3,0,0
156.8,0,0,0,0,0,0.2,20.8,0,0,0.5,13.6,5.7,0.3,0.2,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0
155.9,0,0,0,0,0,0.2,20.1,0,0,0.6,13.4,5.9,0.3,0.2,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0.3,20.6,0,0,0.6,13.5,5.9,0.3,0.2,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0
155.9,0,0,0,0,0,0.3,20.3,0,0,0.6,13.9,5.8,0.2,0.15,0,0,0,0,0,8.25,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0.4,20.16,0,0,0.7,14.3,5.8,0.2,0,0,0,0,0.1,0,8.68,0,0,0,0,0,0,0,0
155.5,0,0,0,0,0,0.1,20.4,0,0,0.7,13.6,5.1,0.3,0,0,0,0,0,0,8,0,0,80.65,0.43,81.08,0,0,0
150.7,0,0,0,0,0,0.02,19.3,0,0,0.5,6.28,4.21,0.2,0,0,0,0.01,0.03,0,6.77,0,0,111.23,3.08,114.31,0,0.06,0
148.9,0,0,0,0,0,0,19.3,0,0,0.1,8.4,4.1,0.2,0,0,0,0,0,0,2.4,1.1,0,0,0,0,0,0,0
142.5,0,0,0,0,0,0.1,18.5,0,0,0.7,6,3.3,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0
138.2,0,0,0,0,0,0.15,15.6,0,0.02,1.5,7.5,2.91,0.14,0,0,0.01,0,0.01,0,4.5,1.4,0,0,0,0,0,0,0
139.34,0,0,0,0,0,0.06,15.4,0,0,0.89,7.06,1.5,0.06,0.06,0,0.04,0,0,0,0,1.3,0,0,0,0,0,0,0
139.25,0,0,0,0,0,0,16,0,0,0,7.16,1.37,0.04,0.04,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0
38,86,18.6,44.6,63.2,351,3,49,0,19,6,211.7,59,0.6,0.2,1.13,0,0.5,0,0,177.3,8.4,9,1.9,19.1,21,0.49,12.99,91.09
36,86,8,47.7,55.7,416,1,46,0,21,6,213.6,45,0.4,0.2,2.74,0,0.3,0,0,118.7,8.1,13,1.78,22.06,23.84,0.85,14.81,87.01
34,89.2,10.7,35.9,46.6,402.3,1.5,46.7,0,20.5,5.9,76.3,47.1,0.5,0.2,2.7,0,0.1,0,0,73,13,10.1,1.8,20.1,21.9,0.8,13.4,118.6
34,79.3,8.6,15.4,24,381.9,1.5,45.6,0,16,5.3,86.9,44,0.5,0.2,2.3,0,0.1,0,0,68.4,15.1,9,1.8,22.1,23.9,0.7,15.4,110.9
34.8,78,10.4,45.6,56,361.1,1.6,44,0,16.2,5.1,77.6,42.8,0.5,0.2,1,0,0.1,0,0,66.8,14.3,10.5,1.9,26.6,28.5,1,19.8,89.1
34.7,94.4,6.9,38.2,45.1,260.2,1.8,38.6,0,19.1,4.8,62.4,46.5,0.4,0.2,2.7,0,0.1,0,0,73.3,13.9,8.4,1.8,23.7,25.5,1.2,16.6,54.4
36.4,52.9,7.6,21.9,29.5,325,1.6,41,0,13.1,4.5,64.8,49.5,0.3,0.1,0,0,0.1,0,0,72.4,14.7,7.7,1.8,22.4,24.2,0.8,15.3,63.5
33.8,87.4,6.4,33.3,39.7,384.9,1.8,44,0,19.7,6,90.4,48.8,0.4,0.2,1,0,0.1,0,0,75.2,14.3,2.6,1.7,25.2,26.9,0.8,16.4,75.5
33.8,94.3,12.9,42.2,55.1,333.7,1.9,46.5,0,23.8,5.9,110.8,56.1,0.4,0.2,1,0.1,0.3,0,0,83.7,17.1,6.1,2.3,29.5,31.8,1.1,20.3,60.8
35.8,108.4,16.9,42.7,59.6,345.4,2.1,48.2,0,21,6.8,96,54.7,0.8,0.2,1,0,0.3,0,0,78.7,16.1,2.3,2.5,26.9,29.4,0.9,18.1,60.8
36.2,119.5,40.5,47,87.5,332.1,2,46.8,0,22.7,6.7,89.2,67.2,0.4,0.2,1.5,0,0.1,0,0,92.3,17.6,3.5,2.7,24.1,26.8,0.2,15,83.3
37.7,113.2,26.7,47.4,74.1,295.8,1.1,50,0,23.6,7.4,81.5,67,0.6,0.2,1,0,1,0,0,88,26.9,3.8,2.7,29.2,31.9,0.7,20.4,76.9
41,108.1,32.2,57.2,89.4,301.5,1.4,50,0,22,5,73.1,65.7,0.3,0.2,1,0,0.1,0,0,87.5,24,3.1,3.2,33,36.2,0.9,19.3,74.6
39.8,119.5,31.7,61.5,93.2,347.2,1,49.1,0,23,4.9,80.2,59.3,0.4,0.1,1,0,0.1,0,0,69.8,17.1,3.3,3.8,33.2,37,1.7,20,81
40.6,105.3,31.5,54.4,85.9,347.8,1,49.2,0,21.8,5.2,69.7,58.3,0.4,0.2,0.8,0,0.1,0,0,74.4,19.7,3.4,4,33.9,37.9,1.7,21.4,87.5
39.7,106.5,29.3,56.5,85.8,362.6,1,49,0,23.4,5.2,68.3,55.4,0.3,0.1,0.8,0,0,0.2,0,69.6,19.3,3.5,4.1,31.4,35.5,1.2,19.5,71
38.8,92.1,29.4,69.5,98.9,312,2,48,0,22.2,4.8,63.9,58.6,0.4,0.3,1,0,0,0.1,0,70.1,19.7,3.4,4.4,28.4,32.8,0.8,18.9,68.2
40,95.4,31.2,64,95.2,353,2,48.6,0,25.1,5.7,57.4,66.5,0.4,0.4,1,0,0.2,0.2,0,62,23.3,3.5,4.4,31.4,35.8,1.3,19.4,73.9
40.5,92.8,31.5,67,98.5,358.2,1.7,49.4,0,29.4,5.7,57.4,51.2,1,0.2,1.1,0,0.2,0.5,0,60.2,23.2,3.8,4.7,28.7,33.4,1.7,18.3,72.6
39.6,85,28.4,62.9,91.3,345,2.1,45.4,0,32.6,5.6,58.7,34.6,1,0.3,0.8,0,0,0,0,58.7,20.4,3.9,4.7,30.1,34.8,1.7,19.7,72.6
39,67.7,28.7,56.3,85,341,4,47,0,34,6,63.2,34,0.9,1,0.7,0,0,0.9,0,55.9,20.1,4,4.9,29.8,34.7,1.8,18.6,70.4
36,76,28.3,59.4,87.7,362,7,44,0,37,6,57.7,34,0.9,0,1.4,0,0,0.9,0,64.8,26.3,2,6.5,22.2,28.7,1.1,16.6,66.1
37.3,89,25.6,51.6,77.2,367.3,7.3,41.1,0,41.7,7,67.3,46.6,0.3,0,0.7,0,0,3.7,0,71.9,24.8,2.6,7.7,34.3,42,1,19.9,24.6
38.8,82.5,25.5,50.4,75.9,363.3,6.9,46.4,0,46.8,6.5,62.4,46.8,0.5,0.6,0.6,0,0,0,0,75.3,28.4,0.5,9.5,40.7,50.2,0.6,23.9,33
39.5,88.8,25,56.1,81.1,371.6,10,47.1,0,50,7.5,58.7,50,0.2,0.2,1.3,0,0.1,1,1.6,76.4,29.8,1.7,14.1,42.2,56.3,0.7,23.6,21.3
41.5,68.9,22.1,18,40.1,345.5,12,47.7,0,39.2,8.5,54.7,52.5,0,0.2,0.1,0,0.3,3,0.4,81.3,33.8,0.7,17.6,44.5,62.1,1.7,27,68
